0.009582
0.009582
0(378467)::	9:0.018546	7:0.009790	
31334(319884)::	9:0.028306	
31335(124349)::	8:0.004289	9:0.009121	
31336(105046)::	9:0.004184	
31337(342516)::	9:0.023472	
31338(440416)::	6:0.039665	
31339(417645)::	6:0.035219	
31340(392270)::	6:0.026246	
31341(488536)::	6:0.035197	
31342(518049)::	6:0.030765	
31343(5223)::	6:0.026260	
31344(133273)::	6:0.021784	
31345(364043)::	6:0.026037	
31346(440411)::	6:0.035203	
31347(322051)::	6:0.030745	
31348(323542)::	3:0.020928	
31349(429604)::	3:0.047380	
31350(472039)::	3:0.020758	
31351(472002)::	3:0.015586	
31352(472091)::	3:0.015151	
31353(140442)::	3:0.036566	
31354(454752)::	3:0.009943	
31355(352601)::	4:0.004730	3:0.010109	
31356(223402)::	3:0.036728	
31357(300856)::	6:0.021853	
31358(516699)::	6:0.017514	
31359(476791)::	6:0.039581	
31360(113382)::	6:0.048585	
31361(20210)::	6:0.022169	
31362(165630)::	6:0.017867	
31363(172864)::	6:0.004409	
31364(351082)::	6:0.012789	
31365(155879)::	6:0.022131	
31366(536413)::	6:0.008792	3:0.005233	
31367(18635)::	6:0.022214	
31368(267089)::	6:0.039849	
31369(147995)::	6:0.026679	
31370(89701)::	6:0.017706	
31371(462791)::	6:0.044241	
31372(267098)::	6:0.057670	
31373(332813)::	6:0.035088	
31374(385264)::	6:0.008799	
31375(520705)::	6:0.048859	
31376(192477)::	6:0.013021	
31377(239490)::	6:0.017742	
31378(371154)::	6:0.111064	
31379(112349)::	6:0.017625	
31380(266526)::	6:0.022120	
31381(148000)::	6:0.022131	
31382(405663)::	6:0.022115	
31383(197264)::	6:0.026428	
31384(300936)::	8:0.008638	7:0.024698	
31385(39365)::	8:0.017405	
31386(496927)::	8:0.003755	
31387(403806)::	4:0.020932	
31388(382031)::	4:0.015518	
31389(282598)::	4:0.020871	
31390(141218)::	4:0.031715	
31391(513243)::	4:0.014736	3:0.005513	
31392(541697)::	4:0.026269	
31393(143677)::	3:0.035966	
31394(777)::	4:0.020077	
31395(327154)::	4:0.014738	3:0.005508	
31396(406878)::	11:0.019288	3:0.020848	
31397(381332)::	8:0.004612	3:0.020298	
31398(223800)::	3:0.036264	
31399(33642)::	11:0.038751	
31400(5770)::	11:0.048751	
31401(295581)::	3:0.025508	
31402(514210)::	4:0.015469	
31403(398859)::	4:0.020886	
31404(434466)::	4:0.025472	
31405(44280)::	4:0.020902	
31406(329632)::	3:0.015101	
31407(63155)::	8:0.003353	3:0.009488	4:0.005035	
31408(339915)::	3:0.036413	
31409(322864)::	7:0.025630	
31410(246562)::	7:0.020365	
31411(350543)::	7:0.020223	
31412(121888)::	7:0.041028	
31413(399157)::	7:0.020221	
31414(352681)::	6:0.008237	
31415(483460)::	6:0.015684	
31416(34053)::	6:0.061276	
31417(4425)::	4:0.004938	8:0.017871	
31418(490332)::	9:0.008825	
31419(463066)::	6:0.011904	
31420(205405)::	6:0.030404	
31421(439963)::	6:0.021619	
31422(232345)::	6:0.008225	
31423(466183)::	6:0.035323	
31424(406489)::	6:0.030345	
31425(170031)::	6:0.007643	
31426(363318)::	8:0.003266	
31427(363319)::	3:0.004757	9:0.009345	
31428(122043)::	4:0.003288	
31429(320649)::	9:0.004355	4:0.008557	
31430(122042)::	8:0.008547	
31431(122045)::	4:0.021522	
31432(542590)::	
31433(249503)::	
31434(363310)::	6:0.012921	
31435(363312)::	8:0.003283	3:0.010252	
31436(148215)::	8:0.015234	
31437(205849)::	
31438(8071)::	
31439(524242)::	
31440(267724)::	
31441(487809)::	
31442(487808)::	
31443(232090)::	9:0.023768	
31444(325932)::	9:0.042995	
31445(124131)::	9:0.028556	
31446(124135)::	9:0.028413	
31447(397985)::	9:0.028513	
31448(80485)::	8:0.017391	
31449(447907)::	8:0.012783	
31450(200157)::	6:0.034798	
31451(454919)::	6:0.030572	
31452(296184)::	6:0.013039	
31453(148010)::	6:0.017243	
31454(421132)::	6:0.012997	
31455(55869)::	6:0.017348	
31456(523501)::	6:0.021817	
31457(28158)::	6:0.016221	
31458(488506)::	6:0.021801	
31459(524160)::	7:0.002958	
31460(431441)::	7:0.008069	
31461(90947)::	
31462(134083)::	6:0.021841	
31463(295946)::	6:0.026252	
31464(86855)::	6:0.021720	
31465(333082)::	7:0.030356	
31466(484418)::	7:0.009740	
31467(121506)::	7:0.004708	
31468(51894)::	7:0.015078	
31469(220966)::	6:0.003563	
31470(218279)::	8:0.012340	
31471(77227)::	8:0.011627	
31472(426952)::	8:0.011627	
31473(478683)::	3:0.015117	
31474(29962)::	3:0.020447	
31475(490571)::	3:0.025955	
31476(317200)::	6:0.021830	
31477(317198)::	6:0.021829	
31478(179476)::	6:0.030699	
31479(199389)::	7:0.014328	
31480(192259)::	7:0.008842	
31481(426496)::	7:0.009712	
31482(21734)::	7:0.066859	
31483(317208)::	7:0.041186	
31484(142740)::	7:0.010082	
31485(275574)::	7:0.041325	
31486(396430)::	7:0.025771	
31487(275566)::	7:0.041292	
31488(354783)::	7:0.051556	
31489(459875)::	7:0.056803	
31490(299952)::	7:0.041231	
31491(351650)::	7:0.015296	
31492(427397)::	3:0.005273	
31493(429834)::	3:0.020713	
31494(216410)::	3:0.020714	
31495(400870)::	3:0.031282	
31496(533293)::	3:0.020958	
31497(301927)::	7:0.067579	
31498(324013)::	3:0.021165	
31499(350011)::	3:0.026181	
31500(348112)::	7:0.093198	
31501(160920)::	7:0.015791	3:0.010098	
31502(42864)::	7:0.025839	
31503(374053)::	7:0.051288	
31504(225178)::	7:0.038034	3:0.013286	
31505(150865)::	3:0.026064	7:0.015554	
31506(141096)::	7:0.046490	
31507(348336)::	7:0.020482	
31508(80843)::	4:0.004731	6:0.007905	
31509(449090)::	9:0.004053	
31510(379046)::	9:0.023613	
31511(352048)::	9:0.018316	
31512(375667)::	9:0.042275	
31513(248228)::	3:0.042314	
31514(164526)::	3:0.026246	
31515(265598)::	3:0.020611	
31516(450162)::	4:0.004164	
31517(388428)::	8:0.021643	
31518(520924)::	8:0.021833	
31519(58679)::	8:0.021569	
31520(90490)::	8:0.017265	
31521(39663)::	3:0.025147	7:0.005337	
31522(13448)::	3:0.020825	
31523(146702)::	3:0.024053	7:0.011439	
31524(77219)::	3:0.009958	
31525(87978)::	7:0.045893	
31526(520226)::	3:0.015099	
31527(39665)::	9:0.001949	
31528(39664)::	7:0.014307	
31529(194070)::	7:0.009182	
31530(448046)::	7:0.019790	
31531(469041)::	7:0.014308	
31532(71239)::	3:0.020430	
31533(55454)::	3:0.052834	
31534(138767)::	3:0.007795	6:0.003867	
31535(55511)::	3:0.020882	
31536(151082)::	3:0.042132	
31537(480702)::	9:0.003821	
31538(515769)::	9:0.017841	
31539(523696)::	9:0.009100	
31540(111481)::	9:0.018991	
31541(311072)::	6:0.003275	3:0.004836	
31542(47875)::	6:0.015296	
31543(30013)::	6:0.008574	
31544(320145)::	6:0.008809	
31545(375373)::	6:0.017219	
31546(436964)::	6:0.012956	
31547(88646)::	6:0.021938	
31548(98692)::	6:0.004402	
31549(21097)::	6:0.004402	
31550(205113)::	6:0.004402	
31551(439985)::	6:0.022090	
31552(537891)::	6:0.017471	
31553(284098)::	6:0.021988	
31554(252241)::	6:0.026326	
31555(322282)::	6:0.035258	
31556(7177)::	9:0.023924	
31557(115368)::	8:0.017418	
31558(70864)::	8:0.026356	
31559(448138)::	3:0.004431	
31560(319264)::	8:0.003933	
31561(353281)::	6:0.025594	
31562(66724)::	6:0.026398	
31563(503147)::	6:0.021913	
31564(171699)::	6:0.039145	
31565(244176)::	6:0.035209	
31566(472707)::	6:0.021497	
31567(502733)::	9:0.023899	
31568(446071)::	9:0.033531	
31569(229239)::	7:0.019232	
31570(533945)::	7:0.014452	
31571(265680)::	8:0.004333	7:0.004278	
31572(382375)::	6:0.012590	
31573(339814)::	6:0.016873	
31574(290390)::	6:0.010662	
31575(241982)::	6:0.012554	
31576(62332)::	6:0.016502	
31577(112509)::	6:0.007980	
31578(421152)::	7:0.025259	
31579(310550)::	7:0.024639	
31580(531538)::	7:0.014839	
31581(531705)::	7:0.020128	
31582(433186)::	7:0.019876	
31583(413314)::	7:0.025215	
31584(30025)::	8:0.003876	
31585(61100)::	8:0.030058	
31586(283370)::	4:0.005367	6:0.017534	
31587(111323)::	6:0.030753	
31588(30021)::	8:0.026294	
31589(450790)::	8:0.030577	
31590(530738)::	8:0.021819	
31591(277537)::	8:0.026361	
31592(540060)::	8:0.017374	
31593(30023)::	
31594(467062)::	
31595(453771)::	
31596(40642)::	9:0.008690	
31597(441729)::	9:0.016315	8:0.001540	
31598(437263)::	3:0.020743	
31599(6936)::	3:0.015502	
31600(178990)::	6:0.008902	
31601(44945)::	8:0.006888	
31602(177936)::	8:0.006891	
31603(289084)::	8:0.011674	
31604(198346)::	3:0.009648	
31605(502867)::	4:0.014220	
31606(493784)::	4:0.014107	
31607(400037)::	4:0.020236	
31608(502866)::	3:0.010264	
31609(453291)::	3:0.078760	
31610(178998)::	6:0.012632	
31611(163322)::	6:0.012465	
31612(178999)::	6:0.047637	
31613(366328)::	6:0.017150	
31614(15893)::	6:0.017473	
31615(492373)::	6:0.017332	
31616(200687)::	6:0.013079	
31617(483033)::	6:0.004090	
31618(191286)::	6:0.008399	
31619(459738)::	6:0.007943	
31620(48907)::	6:0.008399	
31621(202138)::	7:0.004872	8:0.008097	
31622(3100)::	8:0.010599	
31623(491926)::	4:0.009975	
31624(214838)::	4:0.015339	
31625(2523)::	4:0.030904	
31626(483607)::	4:0.004925	6:0.004005	
31627(178503)::	9:0.028468	
31628(402784)::	8:0.008262	
31629(490295)::	8:0.025703	
31630(402779)::	8:0.025846	
31631(39242)::	6:0.017187	
31632(390625)::	7:0.025261	
31633(366744)::	7:0.025557	
31634(156586)::	7:0.015115	
31635(268610)::	7:0.015162	
31636(310424)::	7:0.020355	
31637(2524)::	3:0.031372	
31638(487732)::	4:0.015296	
31639(380057)::	4:0.015195	
31640(287286)::	4:0.015195	
31641(313000)::	6:0.017278	
31642(404419)::	6:0.030615	
31643(145505)::	6:0.017154	
31644(383247)::	8:0.003337	
31645(323951)::	8:0.025277	
31646(68691)::	4:0.010454	
31647(505369)::	4:0.010481	
31648(319743)::	4:0.010454	
31649(101290)::	4:0.021254	
31650(99255)::	4:0.032114	
31651(283282)::	8:0.003597	
31652(362296)::	8:0.003874	
31653(356900)::	8:0.005221	9:0.012035	
31654(330835)::	9:0.003041	
31655(452148)::	3:0.026230	
31656(368041)::	3:0.021060	
31657(413980)::	3:0.015564	
31658(494864)::	3:0.036949	
31659(236940)::	8:0.002873	
31660(349617)::	8:0.015275	
31661(391991)::	8:0.035250	
31662(343895)::	8:0.026482	
31663(363706)::	8:0.022052	
31664(253550)::	8:0.021860	7:0.004274	
31665(105712)::	8:0.022153	
31666(202894)::	7:0.015288	
31667(68995)::	7:0.030888	
31668(341071)::	7:0.007999	
31669(186365)::	7:0.004956	4:0.015542	
31670(4499)::	7:0.009883	
31671(52201)::	7:0.015054	
31672(263983)::	7:0.014112	
31673(76277)::	3:0.025998	
31674(269886)::	3:0.026067	
31675(67039)::	3:0.014866	6:0.008546	
31676(38215)::	8:0.017399	
31677(355632)::	8:0.026054	
31678(503140)::	8:0.026031	
31679(208860)::	7:0.030951	
31680(144445)::	7:0.041237	
31681(102100)::	7:0.025692	
31682(497428)::	7:0.036145	
31683(38329)::	7:0.059430	
31684(417673)::	7:0.036092	
31685(208861)::	6:0.011539	
31686(115352)::	6:0.011242	
31687(115351)::	4:0.004935	6:0.011734	
31688(115350)::	6:0.007340	
31689(208866)::	6:0.021087	
31690(214571)::	6:0.012536	
31691(377021)::	6:0.019963	
31692(282332)::	6:0.025529	
31693(358119)::	6:0.019748	3:0.004636	
31694(530298)::	6:0.007350	
31695(208864)::	8:0.003779	9:0.008704	
31696(77526)::	9:0.030587	4:0.018489	
31697(1588)::	9:0.012892	
31698(418867)::	8:0.025904	
31699(139293)::	4:0.042860	
31700(537451)::	9:0.004456	
31701(357704)::	4:0.014406	
31702(78753)::	4:0.014794	
31703(41234)::	8:0.004381	4:0.004157	
31704(178365)::	9:0.003822	
31705(148632)::	9:0.017865	
31706(107753)::	3:0.006976	7:0.013084	
31707(419671)::	7:0.020060	
31708(174850)::	7:0.004834	
31709(312660)::	9:0.023805	
31710(395795)::	9:0.033431	
31711(29345)::	9:0.033494	
31712(371821)::	9:0.042880	
31713(517168)::	9:0.038305	
31714(29348)::	9:0.047925	
31715(287017)::	7:0.020328	
31716(387637)::	7:0.030745	
31717(236015)::	11:0.009615	4:0.026622	
31718(389741)::	4:0.042551	
31719(236014)::	4:0.026717	
31720(323472)::	7:0.025657	
31721(14861)::	7:0.056332	
31722(425006)::	7:0.010133	
31723(419405)::	3:0.026113	
31724(240360)::	3:0.026112	
31725(26168)::	3:0.020801	
31726(96203)::	3:0.041964	
31727(176040)::	3:0.031409	
31728(26209)::	3:0.026107	
31729(392843)::	11:0.009482	
31730(421696)::	11:0.048481	
31731(127561)::	6:0.012418	
31732(19286)::	6:0.007933	
31733(191983)::	9:0.018750	
31734(150318)::	3:0.020904	
31735(418820)::	3:0.036938	
31736(431998)::	3:0.031628	
31737(152190)::	6:0.004486	3:0.009688	
31738(166981)::	6:0.021850	
31739(65019)::	3:0.031694	
31740(65029)::	3:0.063731	
31741(46608)::	3:0.026430	
31742(89791)::	3:0.037026	
31743(284998)::	3:0.047672	
31744(416957)::	3:0.079837	
31745(212066)::	3:0.031479	
31746(26957)::	6:0.092874	
31747(103277)::	7:0.025473	
31748(369479)::	7:0.019986	
31749(147508)::	7:0.020345	
31750(150316)::	6:0.008251	
31751(150313)::	6:0.012355	
31752(103274)::	4:0.015364	
31753(200454)::	4:0.015364	
31754(194204)::	4:0.020522	
31755(374895)::	4:0.025901	
31756(445706)::	7:0.015304	
31757(202413)::	7:0.011938	4:0.012347	
31758(376271)::	4:0.007502	7:0.007252	
31759(450257)::	6:0.012982	
31760(306398)::	6:0.039482	
31761(437369)::	6:0.052799	
31762(98931)::	6:0.035006	
31763(107698)::	9:0.018886	
31764(64762)::	7:0.009484	
31765(424859)::	7:0.009484	
31766(537043)::	7:0.015188	
31767(121589)::	7:0.035880	8:0.026048	
31768(662)::	7:0.014581	
31769(125293)::	7:0.009477	
31770(515618)::	8:0.008509	7:0.003762	
31771(490326)::	9:0.003235	
31772(319535)::	8:0.011302	
31773(93059)::	8:0.012274	
31774(463632)::	8:0.012274	
31775(498554)::	7:0.014876	8:0.008442	
31776(494834)::	7:0.007887	
31777(151695)::	7:0.002906	
31778(233026)::	8:0.012388	
31779(531147)::	8:0.003874	
31780(181508)::	3:0.021034	
31781(113543)::	3:0.042456	
31782(189737)::	3:0.047635	
31783(522131)::	3:0.063676	
31784(494833)::	7:0.019682	
31785(228606)::	7:0.019682	
31786(381678)::	7:0.009533	
31787(178907)::	7:0.019923	
31788(387735)::	7:0.014770	
31789(494830)::	6:0.002863	
31790(39916)::	8:0.000123	
31791(534533)::	9:0.022081	
31792(349348)::	8:0.010481	
31793(15469)::	6:0.026184	
31794(358857)::	4:0.025737	
31795(283356)::	4:0.010007	
31796(7877)::	4:0.020856	
31797(242652)::	4:0.015391	
31798(512792)::	4:0.020942	
31799(103466)::	4:0.021324	
31800(424344)::	6:0.002488	9:0.002022	
31801(129050)::	9:0.006488	
31802(192197)::	6:0.009237	
31803(483921)::	8:0.016284	
31804(191755)::	8:0.005412	
31805(69067)::	8:0.021431	
31806(49093)::	8:0.008127	
31807(116132)::	8:0.017428	
31808(69065)::	7:0.019938	
31809(480972)::	7:0.020177	
31810(366466)::	7:0.020081	
31811(193374)::	7:0.014784	
31812(112066)::	7:0.020081	
31813(485077)::	6:0.026358	
31814(418130)::	6:0.034584	
31815(377354)::	6:0.017350	
31816(317762)::	6:0.026353	
31817(19689)::	3:0.026011	
31818(157566)::	6:0.004334	3:0.019886	
31819(312492)::	3:0.026027	
31820(195448)::	8:0.012502	
31821(50957)::	8:0.012447	
31822(286274)::	8:0.025483	
31823(127969)::	11:0.049070	
31824(471860)::	11:0.059066	
31825(314599)::	11:0.049005	
31826(34050)::	11:0.019351	
31827(171878)::	11:0.028588	
31828(11390)::	11:0.009483	
31829(494780)::	4:0.026637	
31830(453664)::	4:0.015710	
31831(494782)::	7:0.007705	
31832(11010)::	7:0.002852	
31833(42433)::	6:0.012465	
31834(42431)::	9:0.008242	
31835(302876)::	9:0.008227	
31836(531983)::	9:0.023288	
31837(193424)::	6:0.017066	
31838(168977)::	6:0.025975	
31839(390872)::	6:0.025845	
31840(187609)::	6:0.017063	
31841(524209)::	6:0.021451	
31842(186408)::	9:0.038185	
31843(280168)::	4:0.004021	
31844(175664)::	3:0.013636	
31845(326622)::	4:0.010218	
31846(510232)::	9:0.043199	
31847(510224)::	9:0.038411	
31848(510225)::	9:0.057703	
31849(510231)::	9:0.033484	
31850(510230)::	9:0.047955	
31851(133228)::	9:0.028702	
31852(537123)::	9:0.067351	
31853(510229)::	9:0.047951	
31854(510234)::	9:0.043162	
31855(225797)::	9:0.018832	
31856(510226)::	9:0.023819	
31857(510240)::	9:0.023670	
31858(235696)::	
31859(77810)::	8:0.004001	
31860(53048)::	8:0.039643	
31861(402583)::	8:0.022169	
31862(117943)::	8:0.021719	
31863(358295)::	8:0.013230	
31864(332030)::	9:0.004197	8:0.008385	
31865(510235)::	9:0.028390	
31866(510239)::	9:0.023770	
31867(284429)::	9:0.008980	4:0.005046	
31868(537122)::	9:0.023806	
31869(9129)::	4:0.014641	
31870(296716)::	4:0.042220	
31871(447295)::	4:0.004178	
31872(251425)::	4:0.026512	
31873(194116)::	6:0.044035	
31874(541587)::	6:0.017612	
31875(53041)::	8:0.007918	9:0.004574	
31876(357262)::	9:0.066316	
31877(415357)::	4:0.036745	7:0.004934	
31878(10182)::	4:0.053217	
31879(491499)::	6:0.004840	
31880(496952)::	6:0.000649	
31881(236529)::	8:0.012522	
31882(101851)::	8:0.012123	
31883(344826)::	8:0.016810	
31884(348991)::	7:0.004610	
31885(236527)::	6:0.016880	
31886(477917)::	6:0.012332	
31887(477923)::	6:0.016763	
31888(236525)::	6:0.013125	
31889(306813)::	4:0.015077	
31890(407665)::	9:0.004788	4:0.015077	
31891(366501)::	3:0.005102	4:0.015077	
31892(399565)::	4:0.015077	
31893(250843)::	4:0.009655	
31894(180387)::	4:0.009655	
31895(300014)::	4:0.031052	
31896(257810)::	9:0.018966	
31897(47872)::	9:0.023746	
31898(306816)::	9:0.009294	
31899(250844)::	4:0.026739	
31900(275773)::	4:0.037488	
31901(91547)::	3:0.005032	8:0.003682	
31902(109812)::	7:0.020510	
31903(349029)::	6:0.011146	
31904(66997)::	6:0.002829	
31905(195506)::	6:0.030520	
31906(399802)::	6:0.016621	
31907(223111)::	8:0.003325	
31908(80084)::	11:0.038768	
31909(357781)::	11:0.048813	
31910(83843)::	11:0.039336	
31911(71982)::	11:0.038835	
31912(80087)::	3:0.020360	
31913(278155)::	3:0.009807	
31914(189356)::	3:0.020593	
31915(111286)::	3:0.015367	
31916(390245)::	8:0.035431	
31917(353773)::	8:0.039877	
31918(514945)::	8:0.035377	
31919(296904)::	9:0.004053	8:0.017549	
31920(80082)::	
31921(104485)::	
31922(391169)::	
31923(80088)::	7:0.025688	
31924(529435)::	7:0.030963	
31925(305261)::	7:0.041404	
31926(368143)::	9:0.023736	
31927(147290)::	9:0.017691	
31928(528688)::	9:0.038180	
31929(9622)::	9:0.028693	
31930(333266)::	3:0.036509	
31931(137867)::	3:0.035958	
31932(489920)::	3:0.010435	
31933(334670)::	3:0.047087	
31934(49705)::	3:0.013586	
31935(435846)::	3:0.003999	
31936(315123)::	3:0.014950	
31937(543519)::	3:0.009398	
31938(55946)::	4:0.009899	
31939(112029)::	4:0.004696	
31940(135871)::	3:0.004752	4:0.004696	
31941(49701)::	3:0.015054	
31942(74300)::	3:0.009856	
31943(49702)::	8:0.002908	
31944(211623)::	6:0.007691	
31945(89450)::	6:0.007390	
31946(409684)::	7:0.005145	3:0.015666	
31947(126255)::	3:0.015434	
31948(425515)::	3:0.020204	
31949(408560)::	3:0.041643	
31950(403283)::	3:0.052296	
31951(195660)::	7:0.015257	3:0.005032	
31952(158469)::	4:0.015729	
31953(128015)::	4:0.042566	
31954(60481)::	4:0.031677	
31955(152388)::	4:0.026321	
31956(158466)::	7:0.002622	
31957(298741)::	7:0.007031	
31958(158467)::	7:0.005065	
31959(437101)::	7:0.030753	
31960(523355)::	7:0.020549	
31961(392636)::	7:0.029921	
31962(117373)::	7:0.025380	
31963(307331)::	7:0.015451	
31964(511662)::	7:0.020109	
31965(491147)::	6:0.022326	
31966(350869)::	9:0.004365	8:0.011976	
31967(250019)::	8:0.012339	
31968(399995)::	9:0.037831	
31969(446667)::	8:0.007859	4:0.015604	
31970(162502)::	11:0.029480	
31971(512481)::	11:0.088836	
31972(439071)::	11:0.118883	
31973(426251)::	4:0.026727	
31974(498969)::	4:0.026743	
31975(466208)::	7:0.014540	
31976(95217)::	7:0.018991	
31977(244056)::	11:0.009384	7:0.014541	
31978(109616)::	7:0.014662	
31979(92380)::	7:0.020256	
31980(75379)::	6:0.013024	
31981(179070)::	6:0.025894	
31982(325256)::	6:0.012277	
31983(176032)::	6:0.021294	
31984(234762)::	6:0.115905	
31985(181924)::	8:0.008316	
31986(26456)::	8:0.030251	
31987(493608)::	8:0.025672	
31988(164907)::	
31989(178389)::	
31990(254637)::	6:0.002694	
31991(259127)::	
31992(124585)::	
31993(180106)::	8:0.039195	
31994(516406)::	8:0.007651	
31995(198485)::	8:0.008386	
31996(338929)::	8:0.012907	
31997(276839)::	8:0.030517	
31998(228478)::	8:0.012551	9:0.023126	
31999(543751)::	8:0.012954	
32000(475779)::	8:0.026091	
32001(190056)::	8:0.012552	
32002(24248)::	8:0.035072	
32003(466791)::	8:0.017256	
32004(493338)::	8:0.021765	
32005(154664)::	8:0.026148	
32006(290080)::	9:0.028131	
32007(421623)::	9:0.018676	
32008(182315)::	9:0.018314	
32009(283553)::	9:0.013673	
32010(255736)::	9:0.018614	
32011(13108)::	7:0.025678	
32012(500224)::	7:0.036097	
32013(253914)::	7:0.030844	
32014(99256)::	3:0.014836	
32015(421666)::	3:0.010233	
32016(225626)::	3:0.020552	
32017(149571)::	4:0.009789	6:0.066641	
32018(237692)::	4:0.021438	
32019(13103)::	7:0.036060	
32020(221805)::	7:0.025706	
32021(250543)::	7:0.030858	
32022(297011)::	9:0.032796	
32023(168599)::	4:0.009980	
32024(288281)::	
32025(139614)::	
32026(82648)::	6:0.002807	
32027(340164)::	
32028(476590)::	
32029(60502)::	
32030(173269)::	8:0.007858	
32031(369238)::	9:0.004036	7:0.009812	
32032(104133)::	9:0.022576	
32033(364647)::	8:0.017022	
32034(364650)::	8:0.017021	
32035(260781)::	8:0.021479	
32036(478744)::	8:0.025947	
32037(505924)::	8:0.017022	
32038(364643)::	
32039(427700)::	6:0.021027	4:0.005039	
32040(497501)::	6:0.017379	
32041(6577)::	6:0.034800	
32042(332777)::	9:0.008707	6:0.003602	
32043(20304)::	6:0.017069	
32044(317182)::	6:0.017069	
32045(13504)::	6:0.017069	
32046(370582)::	6:0.021493	
32047(485342)::	8:0.026058	
32048(20301)::	3:0.014701	
32049(485336)::	3:0.019327	
32050(104784)::	3:0.009607	
32051(472237)::	8:0.012600	
32052(520316)::	8:0.010668	
32053(460987)::	3:0.026492	
32054(272904)::	9:0.035962	3:0.044967	
32055(399493)::	3:0.074661	
32056(351518)::	3:0.063784	
32057(399497)::	3:0.063783	
32058(533950)::	3:0.074265	
32059(460981)::	
32060(198810)::	
32061(516045)::	
32062(97896)::	
32063(347719)::	8:0.003344	
32064(416141)::	6:0.021486	
32065(14032)::	6:0.021288	
32066(366863)::	6:0.025910	
32067(368754)::	6:0.004000	
