0(228055): 
1(521702): 6(0.152719), 
15436(227841): 4(0.020497), 
15437(502638): 3(0.033797), 
15438(148692): 3(0.040770), 
15439(79817): 3(0.027201), 
15440(73657): 
15441(252647): 
15442(165163): 1(0.021798), 
15443(39816): 
15444(160053): 1(0.023396), 6(0.019291), 
15445(64016): 
15446(197202): 7(0.019252), 
15447(433229): 
15448(476296): 4(0.021354), 
15449(94445): 4(0.057391), 
15450(394707): 2(0.020491), 
15451(247586): 
15452(272327): 3(0.023060), 4(0.017963), 
15453(55041): 3(0.035233), 
15454(377930): 1(0.022147), 
15455(145213): 
15456(130474): 4(0.020244), 
15457(231938): 4(0.049922), 
15458(336330): 4(0.027546), 
15459(153265): 
15460(447071): 
15461(450308): 
15462(101081): 
15463(477964): 1(0.047838), 
15464(537477): 1(0.059470), 
15465(324826): 1(0.029893), 
15466(416061): 1(0.023827), 
15467(194849): 1(0.041946), 
15468(46391): 1(0.023692), 
15469(358807): 1(0.023393), 
15470(104418): 1(0.072222), 
15471(75889): 
15472(221552): 
15473(13080): 1(0.022676), 
15474(308005): 
15475(537072): 3(0.025181), 
15476(181379): 7(0.019114), 
15477(323129): 
15478(533599): 7(0.019125), 
15479(37016): 7(0.019823), 
15480(189582): 2(0.094645), 
15481(184250): 2(0.035564), 
15482(377961): 2(0.043402), 
15483(542503): 2(0.131652), 
15484(411979): 2(0.043430), 
15485(535774): 2(0.043407), 
15486(51682): 2(0.042354), 
15487(287133): 2(0.056854), 
15488(148857): 2(0.036012), 
15489(417941): 2(0.057614), 
15490(153998): 2(0.021326), 
15491(136862): 2(0.028707), 
15492(352449): 
15493(25720): 
15494(158956): 6(0.025977), 
15495(142990): 6(0.026640), 
15496(249146): 6(0.027423), 
15497(514601): 6(0.020072), 
15498(226909): 
15499(80091): 
15500(27389): 0(0.073879), 
15501(56893): 0(0.033139), 
15502(165890): 0(0.019619), 
15503(258219): 0(0.026648), 
15504(491959): 0(0.026252), 
15505(74064): 0(0.142115), 
15506(282677): 0(0.094228), 
15507(330444): 0(0.039492), 
15508(338297): 0(0.019878), 
15509(24286): 0(0.019624), 
15510(434770): 0(0.067030), 
15511(327120): 4(0.035148), 
15512(30056): 4(0.028021), 
15513(528121): 6(0.048421), 
15514(478882): 1(0.023732), 
15515(292075): 4(0.048410), 7(0.026547), 
15516(188439): 7(0.019770), 
15517(299923): 
15518(320631): 4(0.021331), 
15519(67625): 
15520(368432): 
15521(519142): 
15522(244331): 7(0.024578), 
15523(358708): 7(0.026779), 
15524(71796): 4(0.020211), 
15525(416617): 4(0.021335), 
15526(409030): 3(0.013620), 
15527(99982): 4(0.013719), 6(0.013610), 
15528(217790): 4(0.041906), 
15529(75052): 6(0.069439), 
15530(226169): 6(0.090451), 
15531(397428): 0(0.018484), 
15532(267300): 0(0.080466), 
15533(143548): 
15534(193341): 
15535(295865): 
15536(138506): 1(0.034538), 
15537(424061): 2(0.036376), 
15538(142976): 2(0.018355), 7(0.016629), 
15539(490506): 2(0.017093), 7(0.045540), 
15540(218431): 2(0.017155), 7(0.044354), 
15541(435538): 2(0.042787), 
15542(301309): 7(0.210993), 
15543(229986): 2(0.049632), 
15544(368936): 
15545(499472): 3(0.018794), 
15546(437518): 
15547(321672): 4(0.034707), 
15548(505888): 4(0.020563), 
15549(508248): 4(0.021081), 
15550(394631): 4(0.013775), 
15551(276323): 4(0.020510), 
15552(386448): 7(0.028016), 
15553(536625): 4(0.028512), 
15554(105346): 4(0.071699), 
15555(26252): 4(0.035567), 
15556(165186): 4(0.144498), 
15557(362933): 6(0.034469), 
15558(505757): 6(0.047987), 
15559(376686): 6(0.025807), 
15560(137422): 
15561(216430): 6(0.068883), 
15562(458549): 6(0.027024), 
15563(441370): 6(0.069137), 
15564(539917): 6(0.027859), 
15565(37366): 6(0.027860), 
15566(60314): 6(0.027684), 
15567(453106): 6(0.027737), 
15568(118806): 
15569(84113): 
15570(248344): 
15571(461571): 0(0.073280), 
15572(510429): 0(0.026773), 
15573(290125): 0(0.114766), 
15574(116882): 0(0.033063), 
15575(87408): 0(0.014997), 1(0.015784), 
15576(333431): 7(0.021049), 
15577(450760): 6(0.026486), 
15578(481436): 
15579(393600): 2(0.035920), 
15580(137630): 2(0.050539), 
15581(530732): 2(0.028782), 
15582(480057): 2(0.021380), 
15583(284106): 4(0.035059), 
15584(505602): 7(0.027167), 
15585(415767): 4(0.026365), 
15586(430102): 6(0.019059), 
15587(426830): 7(0.040608), 
15588(373879): 6(0.013528), 
15589(533972): 6(0.040639), 
15590(390647): 1(0.017831), 
15591(406462): 1(0.035447), 4(0.020950), 
15592(393394): 1(0.029997), 
15593(64502): 
15594(370024): 
15595(545001): 1(0.023475), 
15596(341651): 1(0.023363), 
15597(154209): 1(0.036051), 
15598(469619): 1(0.036082), 
15599(463945): 1(0.023473), 
15600(118248): 1(0.029642), 
15601(38945): 1(0.042136), 
15602(408349): 0(0.026232), 
15603(168301): 2(0.020291), 
15604(176423): 2(0.020277), 
15605(521508): 
15606(529986): 0(0.018479), 
15607(481684): 7(0.020623), 
15608(222770): 3(0.026384), 
15609(316117): 3(0.019669), 
15610(433140): 3(0.019734), 
15611(530288): 1(0.017137), 
15612(138197): 7(0.027508), 
15613(301223): 7(0.020500), 
15614(204388): 7(0.020350), 
15615(50009): 7(0.055625), 
15616(492760): 7(0.020350), 
15617(534992): 3(0.026728), 
15618(210399): 3(0.061485), 
15619(143830): 3(0.033606), 
15620(283937): 3(0.029977), 4(0.031643), 
15621(276322): 3(0.026803), 
15622(102898): 7(0.048333), 
15623(498563): 4(0.014075), 
15624(341644): 7(0.041907), 
15625(317602): 7(0.034791), 
15626(199315): 4(0.028454), 
15627(319480): 3(0.046148), 
15628(193771): 3(0.027295), 
15629(19288): 3(0.054726), 
15630(438179): 3(0.068297), 
15631(473671): 3(0.041147), 
15632(457043): 3(0.020543), 
15633(168735): 3(0.041155), 
15634(448423): 6(0.020645), 
15635(537200): 0(0.025889), 
15636(63980): 0(0.026234), 
15637(209335): 
15638(285837): 
15639(479351): 6(0.013433), 
15640(516156): 6(0.041678), 
15641(366610): 0(0.033212), 
15642(336084): 
15643(483199): 6(0.027333), 
15644(474333): 6(0.031932), 
15645(40533): 6(0.040932), 
15646(14658): 
15647(59813): 
15648(164456): 
15649(441954): 
15650(474325): 6(0.025330), 
15651(525949): 6(0.020264), 
15652(194012): 
15653(179279): 
15654(427609): 
15655(374345): 7(0.020504), 
15656(470431): 6(0.020564), 
15657(146145): 6(0.048431), 
15658(530754): 
15659(67796): 2(0.026556), 
15660(394191): 3(0.025645), 
15661(172973): 
15662(230706): 0(0.018590), 3(0.031295), 
15663(133357): 
15664(336493): 
15665(514193): 
15666(534660): 3(0.096064), 
15667(518552): 3(0.033177), 
15668(374951): 3(0.026795), 
15669(444591): 3(0.032656), 
15670(23309): 2(0.014030), 
15671(526039): 3(0.027244), 
15672(508496): 3(0.033566), 
15673(174016): 3(0.020174), 
15674(49118): 3(0.033878), 
15675(85458): 3(0.096085), 
15676(230099): 1(0.023042), 
15677(127446): 1(0.054223), 
15678(10253): 
15679(199942): 1(0.072391), 
15680(421950): 1(0.017246), 
15681(470085): 3(0.041117), 
15682(303353): 3(0.027195), 
15683(415491): 3(0.027192), 
15684(200065): 3(0.013545), 
15685(140308): 
15686(3657): 7(0.019396), 
15687(112059): 4(0.020463), 
15688(320563): 4(0.069485), 
15689(452143): 4(0.041925), 
15690(422502): 4(0.013419), 
15691(540267): 3(0.037077), 4(0.024654), 
15692(38182): 3(0.026839), 
15693(110530): 3(0.019776), 7(0.026990), 
15694(219946): 3(0.067892), 
15695(17451): 
15696(275534): 4(0.013560), 
15697(410486): 2(0.055724), 
15698(473670): 4(0.027573), 
15699(14833): 3(0.019901), 
15700(481293): 6(0.062114), 
15701(358960): 7(0.042023), 
15702(449392): 7(0.035018), 
15703(418958): 3(0.024058), 
15704(298887): 7(0.016093), 
15705(533014): 7(0.035053), 
15706(1210): 1(0.030176), 
15707(273491): 1(0.017934), 
15708(133124): 1(0.030208), 
15709(193930): 1(0.029996), 
15710(137775): 1(0.023698), 
15711(366620): 1(0.029841), 
15712(420840): 1(0.030372), 
15713(15933): 
15714(110176): 1(0.030332), 
15715(251830): 1(0.030431), 
15716(275067): 7(0.017528), 
15717(433570): 
15718(316670): 3(0.015692), 7(0.024404), 
15719(225795): 3(0.018867), 
15720(432884): 
15721(270669): 2(0.013918), 
15722(103385): 
15723(191101): 6(0.018808), 
15724(531128): 
15725(478990): 2(0.050482), 
15726(205234): 2(0.028528), 
15727(284466): 2(0.021260), 
15728(323990): 2(0.034959), 
15729(527845): 2(0.035617), 
15730(475053): 
15731(39588): 
15732(265943): 
15733(475059): 6(0.013444), 7(0.020678), 
15734(105450): 3(0.034037), 
15735(19437): 3(0.082401), 
15736(520758): 
15737(171406): 
15738(386264): 6(0.040977), 
15739(10717): 6(0.062013), 
15740(173314): 
15741(147653): 1(0.053545), 
15742(360642): 7(0.020075), 
15743(365363): 7(0.041862), 
15744(11156): 
15745(527905): 
15746(92567): 
15747(360640): 1(0.017198), 
15748(527903): 4(0.028432), 
15749(326383): 4(0.086050), 
15750(55055): 4(0.057040), 
15751(166035): 4(0.064240), 
15752(88551): 0(0.025792), 
15753(421703): 0(0.024650), 
15754(114113): 0(0.025432), 
15755(524512): 0(0.013845), 
15756(109676): 
15757(521267): 
15758(309450): 7(0.019638), 
15759(196472): 3(0.034269), 
15760(246065): 3(0.033870), 
15761(214426): 3(0.027031), 
15762(205251): 3(0.032387), 
15763(123764): 3(0.040788), 
15764(44633): 3(0.027525), 
15765(298828): 
15766(52): 
15767(179548): 4(0.027727), 
15768(62452): 4(0.013456), 
15769(37521): 
15770(42483): 0(0.026556), 
15771(264775): 
15772(403669): 0(0.026564), 
15773(341574): 
15774(22939): 0(0.019770), 
15775(442345): 2(0.043818), 
15776(124638): 2(0.080352), 
15777(171374): 2(0.029218), 
15778(127816): 
15779(81895): 4(0.027114), 
15780(44770): 
15781(105596): 2(0.036061), 
15782(327433): 
15783(457216): 3(0.017138), 
15784(341941): 
15785(25639): 
15786(342647): 1(0.017294), 
15787(45417): 1(0.023222), 
15788(442378): 0(0.026292), 
15789(171639): 0(0.039882), 
15790(154704): 0(0.046568), 
15791(53610): 0(0.033298), 
15792(301120): 0(0.060219), 
15793(454714): 0(0.066991), 
15794(455957): 
15795(105715): 0(0.040256), 
15796(459885): 0(0.026300), 
15797(276049): 
15798(143975): 0(0.039144), 
15799(463141): 0(0.038453), 
15800(261398): 0(0.025426), 
15801(92205): 3(0.054361), 
15802(218762): 3(0.027233), 
15803(321481): 
15804(150486): 3(0.027114), 
15805(449439): 3(0.027252), 
15806(159084): 
15807(6414): 
15808(287528): 
15809(114412): 1(0.034247), 
15810(422281): 6(0.041444), 
15811(526364): 
15812(439251): 
15813(471579): 
15814(329972): 1(0.017682), 
15815(399138): 1(0.041800), 
15816(22618): 1(0.050311), 4(0.052774), 
15817(240473): 1(0.047069), 4(0.058137), 
15818(14059): 1(0.022936), 
15819(17635): 7(0.017660), 
15820(442760): 7(0.018635), 
15821(509090): 
15822(385199): 2(0.027436), 
15823(405202): 0(0.033823), 
15824(235990): 0(0.088033), 
15825(403587): 0(0.121796), 
15826(268676): 6(0.027532), 
15827(275250): 6(0.020591), 
15828(41202): 6(0.041480), 
15829(13524): 3(0.013393), 
15830(397473): 6(0.027460), 
15831(34099): 6(0.055578), 
15832(100787): 6(0.055091), 
15833(185838): 
15834(398630): 
15835(529015): 
15836(248484): 0(0.019741), 
15837(123686): 0(0.039718), 
15838(522628): 2(0.036526), 
15839(101521): 6(0.027938), 
15840(75613): 7(0.019978), 
15841(518367): 7(0.082875), 
15842(495639): 
15843(195768): 
15844(341823): 2(0.043824), 
15845(458573): 2(0.036260), 
15846(21461): 2(0.036392), 
15847(172878): 2(0.028971), 
15848(416587): 2(0.019775), 
15849(122920): 2(0.014435), 
15850(234116): 2(0.014252), 
15851(388739): 2(0.029069), 
15852(420576): 2(0.035985), 
15853(445168): 
15854(41363): 
15855(534545): 
15856(417321): 7(0.025454), 
15857(304084): 7(0.054578), 
15858(519474): 4(0.035946), 
15859(466722): 4(0.035192), 
15860(85280): 4(0.028194), 
15861(212711): 4(0.020986), 
15862(224882): 0(0.026009), 
15863(240302): 7(0.027976), 
15864(487894): 7(0.063017), 
15865(362099): 
15866(439538): 
15867(63142): 3(0.020026), 
15868(48221): 3(0.026300), 
15869(147639): 3(0.013402), 
15870(6193): 
15871(107075): 2(0.021403), 
15872(117513): 2(0.027899), 
15873(89433): 4(0.014061), 
15874(470785): 
15875(153133): 
15876(46661): 
15877(485027): 7(0.141038), 
15878(376692): 
15879(290240): 2(0.057699), 
15880(60138): 2(0.058224), 
15881(205005): 
15882(177912): 2(0.050896), 
15883(253736): 2(0.065509), 
15884(431364): 2(0.043453), 
15885(443368): 2(0.043456), 
15886(134146): 2(0.024579), 
15887(364027): 2(0.027922), 
15888(391549): 2(0.027551), 
15889(265964): 4(0.016629), 
15890(257152): 4(0.036186), 
15891(388837): 4(0.050156), 
15892(162506): 4(0.014201), 
15893(315152): 4(0.013877), 
15894(275353): 4(0.036199), 
15895(419705): 4(0.036006), 
15896(25652): 0(0.053739), 
15897(432029): 
15898(419759): 3(0.021237), 4(0.034154), 
15899(168206): 3(0.034138), 
15900(524655): 
15901(322179): 0(0.073526), 
15902(363044): 6(0.026393), 
15903(106818): 2(0.034058), 
15904(6221): 
15905(513082): 6(0.024638), 
15906(381461): 6(0.079528), 7(0.037779), 
15907(176443): 
15908(179612): 
15909(95043): 
15910(389855): 0(0.019495), 
15911(224964): 0(0.040397), 
15912(125063): 
15913(91791): 3(0.019395), 
15914(489066): 4(0.015017), 
15915(95630): 
15916(209500): 0(0.020067), 
15917(130716): 0(0.053756), 
15918(396825): 4(0.013706), 
15919(424906): 4(0.047927), 
15920(136930): 1(0.030210), 
15921(122496): 7(0.041872), 
15922(455234): 7(0.091317), 
15923(226890): 7(0.055359), 
15924(487031): 7(0.090783), 
15925(309995): 7(0.034567), 
15926(255707): 0(0.033117), 
15927(534855): 0(0.026583), 
15928(324212): 0(0.060358), 
15929(463572): 0(0.026514), 
15930(255702): 
15931(365602): 3(0.033607), 
15932(313951): 3(0.019585), 
15933(418126): 3(0.040211), 
15934(394333): 3(0.025622), 
15935(268801): 3(0.033610), 
15936(219685): 
15937(242864): 0(0.025963), 
15938(479124): 0(0.025956), 
15939(165276): 0(0.094371), 
15940(317071): 4(0.041237), 
15941(122052): 4(0.063471), 
15942(137718): 4(0.017470), 
15943(136): 
15944(455740): 
15945(427595): 0(0.032734), 
15946(436838): 1(0.023977), 
15947(356337): 
15948(2527): 
15949(250798): 4(0.027962), 
15950(54462): 4(0.100212), 
15951(521740): 4(0.042550), 
15952(290907): 3(0.025470), 
15953(41145): 1(0.017473), 
15954(260257): 1(0.029058), 
15955(75719): 1(0.029369), 
15956(274353): 1(0.048106), 
15957(534572): 1(0.029793), 
15958(226716): 1(0.023898), 
15959(102735): 4(0.129189), 
15960(504931): 4(0.165132), 
15961(530925): 2(0.014044), 
15962(28345): 6(0.054884), 
15963(414837): 6(0.034534), 
15964(472590): 6(0.048546), 
15965(287585): 6(0.034522), 
15966(77565): 6(0.055611), 
15967(289701): 6(0.041519), 
15968(308361): 6(0.076439), 
15969(355294): 6(0.013457), 
15970(331035): 6(0.055454), 
15971(17998): 
15972(410642): 3(0.020909), 
15973(8701): 2(0.028963), 
15974(277308): 0(0.031477), 
15975(394349): 2(0.036241), 
15976(296972): 0(0.019350), 
15977(138873): 3(0.034203), 
15978(66002): 3(0.019871), 
15979(217421): 3(0.027276), 
15980(228462): 3(0.019874), 
15981(534838): 3(0.075184), 
15982(492952): 6(0.048530), 
15983(328768): 6(0.020413), 
15984(260763): 6(0.027472), 
15985(114202): 
15986(57249): 
15987(145798): 3(0.021908), 6(0.038220), 
15988(225942): 3(0.054017), 7(0.034179), 
15989(110784): 
15990(50871): 2(0.029108), 
15991(15188): 2(0.051030), 
15992(50870): 0(0.053685), 
15993(229263): 0(0.033410), 
15994(380862): 0(0.060446), 
15995(130718): 0(0.080193), 
15996(491407): 0(0.032511), 
15997(258038): 
15998(503829): 7(0.026774), 
15999(297938): 7(0.019466), 
16000(280851): 
16001(309397): 0(0.020065), 
16002(66968): 
16003(118559): 0(0.019845), 
16004(130486): 0(0.025981), 
16005(118556): 
16006(66964): 4(0.021696), 
16007(258035): 0(0.033176), 
16008(164243): 0(0.033383), 
16009(207487): 0(0.017484), 
16010(426861): 
16011(125887): 7(0.020775), 
16012(55003): 7(0.055760), 
16013(352240): 7(0.091086), 
16014(93708): 0(0.040016), 2(0.015658), 
16015(289483): 4(0.041718), 
16016(136340): 4(0.013447), 
16017(356885): 4(0.035353), 
16018(510699): 3(0.031835), 
16019(486005): 4(0.027567), 
16020(503979): 4(0.021136), 
16021(504175): 7(0.048951), 
16022(522716): 7(0.062896), 
16023(31323): 7(0.020395), 
16024(221294): 7(0.034978), 
16025(77010): 7(0.055603), 
16026(148182): 1(0.017247), 
16027(496924): 0(0.020212), 
16028(126806): 2(0.021768), 
16029(497036): 
16030(311024): 
16031(276151): 6(0.032747), 
16032(256423): 2(0.035056), 
16033(465674): 7(0.034311), 
16034(1673): 2(0.034249), 
16035(417146): 
16036(150683): 6(0.018636), 
16037(316544): 1(0.023603), 
16038(449970): 1(0.017586), 
16039(140435): 1(0.023625), 
16040(376178): 1(0.029638), 
16041(106561): 1(0.029629), 
16042(352305): 4(0.020999), 
16043(376294): 4(0.020681), 
16044(191873): 4(0.064028), 
16045(417148): 
16046(192209): 3(0.026520), 
16047(241824): 4(0.026968), 
16048(233786): 2(0.018720), 4(0.023652), 
16049(103460): 4(0.017422), 
16050(405717): 2(0.020593), 
16051(492007): 1(0.023280), 
16052(479626): 1(0.066029), 
16053(225257): 4(0.013436), 
16054(379587): 3(0.047176), 
16055(420654): 0(0.067069), 
16056(504384): 0(0.052990), 
16057(416213): 0(0.025517), 
16058(89144): 0(0.093498), 
16059(129414): 0(0.026543), 
16060(75772): 0(0.026854), 
16061(281051): 0(0.026763), 
16062(32279): 0(0.017810), 
16063(150338): 0(0.026772), 
16064(151989): 7(0.027739), 
16065(480190): 7(0.034480), 
16066(409238): 1(0.035732), 
16067(301718): 1(0.047633), 
16068(123361): 1(0.029387), 
16069(202651): 1(0.041704), 
16070(411843): 1(0.017298), 
16071(285373): 2(0.013966), 
16072(235584): 1(0.017796), 
16073(279491): 1(0.023889), 
16074(476107): 1(0.030001), 
16075(354194): 1(0.017794), 
16076(461936): 1(0.017794), 
16077(544884): 1(0.016969), 
16078(384339): 1(0.041412), 
16079(1144): 1(0.016852), 
16080(393523): 1(0.023051), 
16081(340136): 0(0.026905), 
16082(340135): 
16083(224582): 1(0.016351), 
16084(364331): 1(0.019563), 
16085(161336): 3(0.027234), 
16086(121926): 3(0.047886), 
16087(413643): 
16088(87050): 3(0.053239), 
16089(125197): 
16090(515405): 
16091(162608): 1(0.029296), 
16092(286780): 
16093(110972): 
16094(190396): 
16095(191301): 1(0.016801), 
16096(522002): 
16097(487382): 1(0.029774), 
16098(460533): 
16099(191305): 
16100(150585): 
16101(12097): 
16102(521680): 0(0.066722), 
16103(453392): 0(0.066717), 
16104(452520): 0(0.026528), 
16105(351760): 
16106(327599): 
16107(113217): 4(0.019746), 
16108(412615): 1(0.030116), 
16109(515586): 1(0.024098), 
16110(402121): 1(0.024096), 
16111(149279): 
16112(105039): 6(0.025994), 
16113(163451): 6(0.025360), 
16114(179663): 
16115(294622): 6(0.024976), 7(0.056601), 
16116(397770): 
16117(369408): 7(0.019489), 
16118(159300): 7(0.025456), 
16119(484229): 7(0.016788), 
16120(288295): 7(0.018907), 
16121(248612): 4(0.034461), 
16122(502450): 4(0.034749), 
16123(105032): 
16124(490000): 7(0.019085), 
16125(149273): 3(0.023301), 
16126(104311): 3(0.026940), 
16127(527760): 7(0.085467), 
16128(255932): 2(0.036506), 
16129(153782): 2(0.020044), 
16130(506201): 
16131(344250): 6(0.026505), 
16132(468009): 
16133(328045): 2(0.014238), 
16134(65538): 
16135(149541): 
16136(277520): 
16137(459909): 
16138(499739): 
16139(333214): 
16140(85555): 
16141(151179): 7(0.020909), 
16142(439005): 7(0.027924), 
16143(24429): 7(0.035066), 
16144(383878): 7(0.027988), 
16145(67867): 7(0.028030), 
16146(454045): 7(0.062869), 
16147(362598): 7(0.028016), 
16148(519944): 4(0.035612), 
16149(201910): 2(0.043347), 
16150(309107): 4(0.013799), 
16151(43154): 7(0.055587), 
16152(131882): 
16153(163492): 7(0.041806), 
16154(260796): 4(0.035247), 
16155(132494): 4(0.035335), 
16156(485183): 4(0.035228), 
16157(104616): 4(0.056874), 
16158(17418): 4(0.056732), 
16159(137251): 4(0.020980), 
16160(43151): 2(0.028725), 
16161(155826): 2(0.021549), 
16162(373857): 2(0.036257), 
16163(154934): 
16164(184221): 4(0.021222), 
16165(88044): 
16166(461932): 
16167(366210): 4(0.019830), 
16168(307566): 
16169(221474): 6(0.041677), 
16170(54095): 6(0.076486), 
16171(298773): 6(0.027504), 
16172(199152): 6(0.020587), 
16173(152678): 1(0.017501), 
16174(178486): 1(0.053830), 
16175(340332): 1(0.023290), 
16176(197462): 3(0.034186), 
16177(531917): 3(0.061682), 
16178(283450): 3(0.040573), 
